Batch,LOG_DATE,LINE,SKU,MAIN_DRIVE_1_SPEED,MAIN_DRIVE_2_SPEED,CHAIN_SPEED,ACID_TANK_1,ACID_TANK_2,RINSING_TANK_1,RINSING_TANK_2,ALKALINE_TANK_1,ALKALINE_TANK_2,RINSING_TANK_3,RINSING_TANK_4,RINSING_TANK_5,FORMER_OVEN,COAGULANT_TANK_SIDE_A,COAGULANT_TANK_SIDE_B,COAGULANT_OVEN_1,COAGULANT_OVEN_2,LATEX_TANK_1_SIDE_A,LATEX_TANK_1_SIDE_B,LATEX_1_OVEN_1,LATEX_1_OVEN_2,LATEX_TANK_2_SIDE_A,LATEX_TANK_2_SIDE_B,LATEX_2_OVEN,PRE_LEACH_TANK_01,PRE_LEACH_TANK_02,PRE_LEACH_TANK_03,PRE_LEACH_TANK_04,PRE_LEACH_TANK_05,PRE_LEACH_TANK_06,PRE_LEACH_TANK_07,PRE_LEACH_TANK_08,PRE_LEACH_TANK_09,PRE_LEACH_OVEN,WET_OVEN_1,WET_OVEN_2,WET_OVEN_3,WET_OVEN_4,DRY_OVEN_1,DRY_OVEN_2,DRY_OVEN_3,DRY_OVEN_4,COOLING_TANK_01,COOLING_TANK_02,COOLING_TANK_03,COOLING_TANK_04,COOLING_TANK_05,CHLORINATION_TANK,SOAK_TANK,NEUTRALIZER_TANK_01,NEUTRALIZER_TANK_02,POST_LEACH_TANK_04,POST_LEACH_TANK_03,POST_LEACH_TANK_02,POST_LEACH_TANK_01,POST_LEACH_OVEN,LN_TANK,FINAL_CURING_OVEN_1,FINAL_CURING_OVEN_2,COAGULANT_OVEN_RH,COAGULANT_OVEN_RH_1,WET_OVEN_RH,WET_OVEN_RH_1,WET_OVEN_RH_2,WET_OVEN_RH_3,FINAL_CURING_OVEN_RH,FINAL_CURING_OVEN_RH_1,Fail,Pass,result,target
500,4/28/2020,A04,N37CBB,1412.462342,1411.686158,174.1833344,59.96706963,59.84103775,60.20724297,60.13132287,59.84745026,59.78158379,57.8138752,60.04342652,60.2117691,70.2265358,54.45487023,53.24591065,86.47965241,86.24284745,34.11331749,34.52826119,100.3894501,101.6674385,34.75484467,34.90954781,95.05158234,60.07463456,60.01193047,60.02373696,59.97816658,60.06664848,37.62772179,59.99715806,60.04137421,59.91218567,75.64553833,94.98913575,94.65498352,94.99756623,95.29927063,94.56480026,93.3227768,95.31119156,94.77683258,69.76089096,60.69056321,55.84028053,49.88386727,41.20080948,37.46966744,36.48963547,35.83394623,41.39689446,65.086689,65.06134415,64.97985077,64.37821579,109.5697556,52.07881356,109.8314629,110.2019806,10.3320446,10.05422783,9.882698535,12.95218039,17.21917248,20.56260872,8.754340649,11.54169321,3,45,Pass,1
501,4/28/2020,A05,N32WHT,1292.456971,1290.153564,159.4833374,59.99744034,60.04945374,59.99603653,59.82879639,59.94977379,59.8524952,60.3531971,60.18166351,60.15327835,68.19507981,53.24086762,53.9272995,91.14601517,90.37351227,35.66717529,36.57636643,120.137043,119.7674904,34.51072693,33.15228272,90.88804626,59.8625145,60.0523262,59.95237923,59.91455078,60.01008034,38.22738457,60.09545136,59.98638153,60.10986519,70.49007797,109.2769585,109.3473206,109.6030884,109.6952705,110.2753143,110.6501808,111.1954308,109.5419083,77.7781601,68.66296387,62.68139649,56.94381714,39.95799446,41.52651024,38.23661804,35.52628518,41.10768318,65.30334091,65.20114136,65.81261826,63.32924462,106.2904587,54.745327,107.6746827,110.1941262,10.3320446,10.05422783,9.882698535,12.95218039,17.21917248,20.56260872,8.754340649,11.54169321,5,39,Pass,1
502,4/28/2020,A06,N37CBB,1412.414978,1411.228455,174.1666718,60.04876328,59.89645577,60.00725937,59.95784188,59.85407448,59.89652634,60.33988953,60.04673005,58.33255578,70.4715271,52.97089959,55.61206818,80.63990021,80.51315689,34.47100449,33.79047203,110.839283,110.0883789,34.15005684,34.12419319,90.27285385,60.00409317,60.0398159,60.03185272,59.95085335,59.96877289,37.40527725,60.08466721,60.00222779,60.18441582,70.04174423,95.18351746,94.67689514,95.59164429,95.66873169,95.59705734,96.04647064,95.86885834,96.0220604,70.47194291,57.92794037,55.88152886,51.2668705,39.90801239,39.97774506,37.0501957,37.00419235,40.47533608,65.43238831,42.7319603,65.26086426,64.41675949,106.3526612,53.4736023,110.8320656,110.4842034,10.3320446,10.05422783,9.882698535,12.95218039,17.21917248,20.56260872,8.754340649,11.54169321,3,44,Pass,1
503,4/29/2020,A01,N37CBB,1412.468323,1414.324829,174.1833344,59.93795586,59.91238213,59.83267021,60.03357888,59.87637139,59.93758774,60.4029522,60.08775521,58.55844117,68.13932419,54.27410698,53.14045334,95.19030762,95.04231644,33.48519516,34.69677925,119.4856911,125.5254936,35.13854218,34.51449395,96.25869751,60.07305908,60.04449654,60.02139473,59.96356392,60.07541085,35.00458527,60.12160492,58.56122971,58.64569092,76.01660538,99.52895737,99.47018051,99.68687058,97.83917999,99.79927826,100.2054291,100.5111008,99.95759583,71.63250733,63.84233856,53.99571228,50.624609,45.69627762,38.89719391,36.79911614,35.65369034,41.46586037,66.46935273,65.02510453,65.20754242,65.14151001,109.6606598,43.06297302,104.921856,104.1978035,10.39948702,10.1236825,9.952576635,12.99945927,17.17739964,20.39040757,8.470237732,11.49784422,9,39,Pass,1
504,4/29/2020,A02,N32WHT,1292.237122,1288.825379,159.4499969,59.93677139,59.96357918,60.02339363,59.98937989,59.86396981,59.8642807,60.38687706,60.0581112,60.00980378,67.64479065,53.89858246,53.13025475,86.4339943,87.7651825,36.05845261,35.5491581,115.1525231,114.5389061,33.69189263,33.52251816,89.73973465,60.06497383,60.04067421,60.02845955,60.0988636,60.065588,32.60703659,60.07957268,60.04922676,61.21522713,86.40900422,104.1785812,104.9041367,104.7206535,104.0511131,105.4206581,106.4349518,105.58284,104.9647522,78.04542923,67.2257309,59.57078934,54.35209084,39.71459007,36.91071129,35.45437622,35.59874344,41.2263546,65.11870957,65.08806229,65.15982819,60.82812309,109.3716736,53.96158982,110.4128304,109.7336273,10.39948702,10.1236825,9.952576635,12.99945927,17.17739964,20.39040757,8.470237732,11.49784422,2,42,Pass,1
505,4/29/2020,A03,N37CBB,1412.398072,1411.466553,174.1833344,60.13426399,59.89230729,60.06346703,59.00026322,59.77860451,59.81768418,60.08533669,57.09618569,60.09878731,71.09041977,53.93016243,53.18222809,90.43819046,90.31652451,35.01048851,33.41964913,109.5531655,111.5938225,34.34443474,31.8615141,94.09299469,60.06503677,60.03393173,60.01524544,59.9951191,60.07570839,38.55347252,60.09290314,60.02021408,60.06978989,71.38107682,94.57163239,94.98965454,95.00009156,94.52712632,98.93635178,100.1390343,100.7607956,99.79598236,70.6764946,65.83828354,59.40198135,54.57412529,48.36375046,39.80276108,37.63419914,35.03041077,41.52273751,65.28967285,59.80748749,66.31475067,63.10071373,109.603817,53.39769745,111.3420525,110.0290718,10.39948702,10.1236825,9.952576635,12.99945927,17.17739964,20.39040757,8.470237732,11.49784422,2,45,Pass,1
506,4/29/2020,A04,N37CBB,1412.318542,1412.421631,174.1999969,60.04639054,59.87018586,60.17084885,60.07299424,59.88229179,59.79821778,57.59293747,60.04332543,60.19630623,70.24624252,54.48337937,53.12043762,86.47900391,86.24871826,33.97316742,34.485178,100.3995629,101.6957131,34.51688004,34.70699501,95.06149292,60.05627251,59.98705483,60.03144837,60.00971794,60.11610032,38.25636673,60.12829781,60.03614617,60.00903321,75.62146759,95.02494812,94.67026138,94.98254395,95.3102684,94.57704544,93.66611099,95.34898377,94.8336258,70.04241943,60.81876373,55.98932457,49.9262867,41.44825173,37.59220315,36.46356774,35.81045533,41.45406914,65.06871033,65.00074006,64.82331849,64.44073487,109.5635186,53.12463379,109.8572693,110.2182389,10.39948702,10.1236825,9.952576635,12.99945927,17.17739964,20.39040757,8.470237732,11.49784422,6,42,Pass,1
507,4/29/2020,A06,N37CBB,1412.293091,1411.691956,174.1750031,59.97145463,59.92092133,60.07274437,59.96315003,59.99687577,59.89950371,60.33583832,60.04665947,58.81165123,70.52901841,53.08881188,55.83114052,80.63928604,80.52990723,34.49059486,33.59435273,110.8660812,110.1164246,34.07990647,34.13840485,90.28479767,60.03419304,60.03947258,60.04444695,59.96284294,59.95720482,38.40289688,60.09017182,59.9894104,60.15665436,70.07598114,95.20304871,94.67906952,95.58717728,95.67885971,95.58030701,96.05234528,95.87997818,95.92101288,67.11779023,57.76769829,55.70572281,51.14819527,39.91992951,39.97731019,36.98169137,36.95276642,40.47517586,65.87863159,42.73799324,65.17639542,64.41428375,111.1708183,53.74327088,110.9141579,110.5871544,10.39948702,10.1236825,9.952576635,12.99945927,17.17739964,20.39040757,8.470237732,11.49784422,6,42,Pass,1
508,4/30/2020,A01,N37CBB,1412.278198,1414.973694,174.1833344,60.01161767,59.86186981,59.86123276,60.02845764,59.83259392,59.81873703,60.4113884,60.11855125,57.61193085,68.13967133,54.30926323,53.10453415,95.19818115,95.04252625,33.30943108,34.63215447,119.1973496,125.4969101,35.35875702,34.43828964,96.26628494,60.06612396,60.03323555,60.0554142,60.05093003,60.01327134,35.19072151,60.19779205,58.5671196,58.56282044,76.0230217,99.52378845,99.48049546,99.68990707,97.77434158,99.67439652,100.221508,100.5108795,99.98494339,71.94717026,64.03557587,54.21949006,50.88228417,46.03942871,39.03458405,37.03253556,35.87774468,41.7353859,66.57419968,65.01321412,65.14859772,65.16891098,109.6883888,43.58907891,104.8888703,104.1718331,10.60525417,10.24364996,10.0127058,13.00935126,16.92483139,20.13906289,9.075940133,11.77646494,1,47,Pass,1
509,4/30/2020,A02,N32WHT,1292.202393,1290.096131,159.4333344,59.95884514,59.87303543,60.02755547,60.00822831,59.81516075,59.80838967,60.8634243,60.04516793,59.92948151,67.66724396,53.68235398,53.13894844,86.60805893,87.74855042,35.95939064,35.56281281,115.0967369,114.4394951,33.76480675,33.81484795,89.71194458,60.0790577,60.03863717,60.03826523,60.03730584,60.00876427,32.8405571,60.07797432,60.03645134,61.23067665,86.4003563,104.1525764,104.8718796,104.6890259,103.9785385,105.402256,106.2037277,105.6081467,104.9248962,77.93910218,67.28479767,59.72315025,54.69991875,39.66707993,36.89776612,35.59920884,35.87545968,41.58141518,65.14883805,65.18264008,65.1656723,60.9952221,109.390194,53.86021042,110.4371872,109.7469101,10.60525417,10.24364996,10.0127058,13.00935126,16.92483139,20.13906289,9.075940133,11.77646494,4,40,Pass,1
510,4/30/2020,A03,N37CBB,1412.374329,1409.307496,174.1916657,60.06184578,59.84346581,60.01261139,60.0007515,59.81304169,59.75736046,60.14606095,57.03027726,60.15031052,71.1120224,54.12446595,53.18854904,90.4299736,90.31306458,34.98063278,33.27213669,109.5440903,111.5261422,34.20957375,31.64451981,94.10318375,60.17141343,60.05424309,60.0182972,59.95954895,60.06502343,38.62032509,60.1434803,60.02415657,59.96253777,71.37105179,94.57368851,94.99092102,95.01506424,94.54534531,98.39073563,100.1577072,100.769619,99.81524277,71.04034043,66.13220215,59.72541047,54.93889427,49.03998184,40.01772118,37.87591172,35.28855133,41.71042252,65.14981079,59.68769837,66.74754715,63.21043205,109.6284485,52.07182694,111.38097,110.0537186,10.60525417,10.24364996,10.0127058,13.00935126,16.92483139,20.13906289,9.075940133,11.77646494,11,37,Pass,1
511,4/30/2020,A04,N37CBB,1412.371277,1413.413208,174.1999969,59.89426804,59.88603592,60.23530961,59.87203598,59.81304741,59.84375,57.74102593,60.16623497,60.1764698,70.23370362,54.2445755,53.15909195,86.44884873,86.2374382,33.75024224,34.38851929,100.3899651,101.6614228,33.83502198,34.20487977,95.06186676,60.04612923,60.05042839,60.04079438,59.97485161,60.05234146,37.81139946,60.09664154,60.0525837,60.01903916,75.64357376,95.02878952,94.66849518,95.00685501,95.31480026,94.56874848,93.57085419,95.30716324,94.80658722,70.01151276,60.95506668,56.15081406,50.24219322,42.07808113,37.66446495,36.69429016,36.12745476,41.63104057,65.07551193,65.03279495,65.04956818,64.51916886,109.5810929,52.04183388,109.8887139,110.2423935,10.60525417,10.24364996,10.0127058,13.00935126,16.92483139,20.13906289,9.075940133,11.77646494,5,43,Pass,1
512,4/30/2020,A05,N32WHT,1292.386536,1290.702637,159.4583282,60.0126667,60.03161049,60.09987068,59.98159981,59.83641053,59.88687325,60.38620758,60.23156166,60.1842823,68.18180085,53.14593125,53.89451981,91.1440773,90.37835312,35.45503617,36.45342636,120.1190949,119.8048287,34.42860795,33.68935204,90.88626862,59.88826752,60.0518589,60.00924874,59.94210053,59.96649552,38.37291146,60.12373162,60.05053139,60.02189446,70.49873734,109.2897148,109.323494,109.623455,109.706665,110.2738228,110.6466637,111.1951981,109.5422249,76.99118424,67.11088562,61.85583306,56.44142914,39.92060089,41.4795723,38.32330895,35.94032097,41.33333778,65.28307343,65.1431923,65.97037125,63.5340786,106.5313835,54.94054795,108.034092,110.2067795,10.60525417,10.24364996,10.0127058,13.00935126,16.92483139,20.13906289,9.075940133,11.77646494,5,39,Pass,1
513,4/30/2020,A06,N37CBB,1412.348877,1409.995667,174.1833344,60.01945877,59.92206001,60.04649353,59.90544701,59.87495613,59.89645767,60.27854729,60.03411675,58.73075104,70.35364151,53.02813149,55.79247093,80.66255951,80.47109222,34.409338,33.47701836,110.8501549,110.0903817,33.81940651,33.94250298,90.27283478,60.05012322,60.03681374,60.02233887,59.98355103,59.96063233,37.5684166,60.09379196,60.02596093,60.09617043,70.05135346,95.22461319,94.69868469,95.62024308,95.65364456,95.52471161,96.07882309,95.89933396,95.86980439,68.58928681,58.399086,55.1970768,50.65509033,39.88319588,39.99332619,37.04785729,37.20899582,40.72720337,65.54785919,42.67028618,65.19765473,65.06480408,111.1991234,54.15626526,110.9101372,110.5078545,10.60525417,10.24364996,10.0127058,13.00935126,16.92483139,20.13906289,9.075940133,11.77646494,6,40,Pass,1
514,5/1/2020,A01,N37CBB,1412.257385,1414.32605,174.1750031,59.92304993,60.00733757,52.74276734,60.08042145,59.85404778,59.87853813,60.43559265,60.07358933,57.45106316,68.1208992,54.24928475,53.11193657,95.1568451,95.01691055,33.22267914,34.61183739,118.5315476,125.4790154,36.02260971,34.41025162,96.21855164,60.07195473,60.04079437,60.00427437,60.0029068,60.00016594,34.91020775,60.16536713,58.26133347,58.75475121,75.97209549,99.53331375,99.40866089,99.66225433,97.61961365,99.76406861,100.195385,100.5080833,99.88518906,71.73388672,63.83792687,54.01454354,50.67888069,45.83002472,38.69311333,36.72289658,35.56173134,40.59707642,66.48436356,65.04055023,65.14299393,64.95703888,109.6443863,43.43195725,104.8392754,104.1551095,11.88368845,10.21696663,10.04324627,13.19965458,17.04990196,20.24829006,8.965822697,11.70776797,6,42,Pass,1
515,5/1/2020,A02,N32WHT,1292.424255,1288.705994,159.4833374,59.93993569,59.96422959,60.06137276,59.98424912,59.82530785,59.80055428,60.51328469,59.91990662,59.97759247,67.66189575,53.86341858,53.06804085,86.69520951,87.72084808,35.91459275,35.46576882,115.0566483,114.415535,33.52069855,33.73592568,89.67174912,60.0564003,60.04045486,60.06854057,60.0904255,60.03031731,32.81785774,60.0622921,60.04332924,61.25022316,86.40607834,104.148243,104.8456383,104.6640968,103.9871368,105.3760834,105.915699,105.6301727,104.8940048,77.86508942,67.15789032,59.64351082,54.59677887,39.62937928,36.84134865,35.31436348,35.47972298,40.43241501,65.06845474,65.17144013,65.1627655,60.80677223,109.3800889,53.81687164,110.5277482,109.7035942,11.88368845,10.21696663,10.04324627,13.19965458,17.04990196,20.24829006,8.965822697,11.70776797,6,38,Pass,1
516,5/1/2020,A03,N37CBB,1412.371704,1411.241578,174.1916657,60.0493145,59.82977867,60.03325462,58.91353607,59.88361359,59.86830139,60.14200402,56.77206612,60.15413094,71.20584488,54.0516243,53.11639214,90.40657425,90.29240799,34.96324921,33.291708,104.8129769,106.7981377,34.23577309,31.82462979,94.06576157,60.14091492,60.04759979,60.00157929,59.99899674,60.14123536,38.0434208,60.27018357,60.02871132,60.15193367,71.38926697,94.55406571,94.96517182,95.00222778,94.51272583,98.3515358,100.1443634,100.7600098,99.78195954,70.87114716,66.01116944,59.61946488,54.84237671,49.33876419,39.96572113,37.62636948,34.88881874,40.5792408,65.22416306,59.44352532,66.62639237,62.9398861,109.5936013,54.09925461,111.3505173,110.0640717,11.88368845,10.21696663,10.04324627,13.19965458,17.04990196,20.24829006,8.965822697,11.70776797,4,43,Pass,1
517,5/1/2020,A04,N37CBB,1412.272278,1412.500977,174.1833344,59.9469223,59.82108116,60.23641586,59.68875885,59.87712097,59.74124718,57.48057747,60.03866196,60.21905899,70.21318054,54.58766747,53.22944069,86.44418717,86.20704651,33.68609619,34.28245163,100.3507347,101.627163,33.94166756,34.07233238,95.03180695,60.0811882,60.02865601,60.02527237,60.00888062,59.94763947,37.20641708,60.1330967,60.04615021,60.03132439,75.64683533,94.93349076,94.61976242,94.98572159,95.28840637,94.56842804,93.15700913,95.30445099,94.77116394,69.85358429,60.73184395,55.89200783,49.95960045,42.12333298,37.54750443,36.38908196,35.59644127,40.50464439,65.07674027,64.99920655,64.8833313,64.304142,109.5730629,53.59799195,109.8619233,110.2270432,11.88368845,10.21696663,10.04324627,13.19965458,17.04990196,20.24829006,8.965822697,11.70776797,6,28,Pass,1
518,5/1/2020,A05,N32WHT,1292.243591,1290.684204,159.4499969,59.86507225,60.04658699,60.05813599,60.02149773,59.83556366,59.94697953,60.31612015,60.12619782,60.03188324,68.16596985,53.21128083,54.10987854,91.13053131,90.35507202,35.4569664,36.43083764,120.1029129,119.7714119,34.42920876,33.83585739,90.86764145,59.86680031,60.05566597,60.01988221,59.93450737,59.96025658,37.56621552,60.09286118,60.05692864,60.03980255,70.46485901,109.2455139,109.3077202,109.5882111,109.6775551,110.251152,110.6469498,111.2177391,109.5289841,77.08177948,67.18051911,61.9090538,56.39857292,39.93046189,41.4025631,38.0582962,35.57410622,40.26579667,65.12118149,65.19436264,65.85623169,63.56900406,106.3399048,54.77726937,107.4353485,110.1815033,11.88368845,10.21696663,10.04324627,13.19965458,17.04990196,20.24829006,8.965822697,11.70776797,3,41,Pass,1
519,5/1/2020,A06,N37CBB,1412.359131,1410.81189,174.1916657,59.9567585,59.97295571,60.02787399,59.88485527,59.91402054,59.89489365,60.2483387,60.03107834,58.50492859,70.42177964,52.90856552,55.79243851,80.65114212,80.46944809,34.40286255,33.43584061,106.0220985,105.3326263,33.96777725,34.00538826,90.2505951,60.02189446,60.04680443,60.03259659,59.80302048,59.93915177,36.9044075,60.11794472,60.01512527,60.14748192,70.01784134,95.20018768,94.66791535,95.55552292,95.6329155,95.56872177,96.04679871,95.8746109,95.99438477,69.77656555,60.34053993,56.86442376,52.02096367,39.91384506,39.98729325,36.77140427,36.7769413,39.62006569,65.3361168,42.98686791,65.18958283,65.91273117,111.1555138,54.07104302,110.9099732,110.5197335,11.88368845,10.21696663,10.04324627,13.19965458,17.04990196,20.24829006,8.965822697,11.70776797,2,44,Pass,1
520,5/2/2020,A01,N37CBB,1412.371277,1415.070007,174.1666718,59.86672211,59.88856507,51.01375962,60.02846337,59.91974831,59.94226837,60.5445385,60.09811402,59.07958985,68.15645981,54.3884945,53.11229706,95.17147446,95.04216767,33.22855187,34.59935379,118.3083382,120.8712655,35.65111733,34.00224304,96.20521927,60.10296059,60.06182289,60.05046082,60.04004288,60.02775574,35.42142487,60.33551216,58.78066254,58.53302574,76.01124573,99.54367447,99.44674301,99.67058563,97.1588707,99.74342728,100.2036896,100.5131912,99.93743515,71.91208267,63.89645958,54.03512383,50.70347977,45.8496933,38.48941994,36.67339135,35.24702263,40.64894104,66.34723282,65.04633713,65.18536377,64.14897919,109.6362915,43.32658196,104.8369217,104.1074524,11.65283632,9.959977627,9.897999765,12.84937334,16.56262303,20.08769036,8.606003285,11.76194334,10,34,Pass,1
521,5/2/2020,A02,N32WHT,1292.31781,1289.315796,159.4666595,59.96648407,59.92635346,60.04305077,60.03984642,59.84930229,59.81471062,60.45056153,60.05329132,60.151083,67.65671539,53.78317452,53.07476998,86.93920136,87.75373459,35.93217278,35.55992317,115.1034928,114.4925805,33.59463501,33.70319176,89.69516373,60.05718995,60.02812004,60.04799271,60.00359917,60.02897072,33.22395897,60.09016419,60.04559899,61.09326935,86.39767838,104.1577148,104.8768196,104.6715164,103.9739304,105.3954887,106.0135078,105.6090469,104.9188232,77.7922287,67.27017212,59.68057823,54.56430245,39.72156143,36.87924004,35.3787365,35.16579056,39.93309403,65.09230805,65.10226441,65.18288422,60.65991974,109.3629494,53.61258888,110.5099335,109.6675492,11.65283632,9.959977627,9.897999765,12.84937334,16.56262303,20.08769036,8.606003285,11.76194334,4,40,Pass,1
522,5/2/2020,A03,N37CBB,1412.3349,1407.054382,174.1750031,60.14194107,59.88340378,60.07427407,58.84650803,59.82768631,59.8123188,60.13989258,56.65430451,60.1114254,71.15942765,54.02782631,53.32240868,90.40577698,90.30848313,34.93987847,33.24530602,104.8305512,106.7895356,34.11434174,31.91592312,94.08742905,60.13615608,60.05148125,60.02298737,60.02778435,60.0760746,38.39449311,60.21168327,59.98104286,60.07961083,71.37982941,94.56317139,94.97488022,95.01011277,94.5056839,98.34955597,100.1638985,100.7471886,99.8013649,71.17881393,66.17676926,59.67151261,54.83554841,49.395401,39.9273262,37.67538834,35.0070839,40.62664986,65.37047196,59.15478325,66.45275498,62.76092911,109.574131,53.65838433,111.3534813,110.0959625,11.65283632,9.959977627,9.897999765,12.84937334,16.56262303,20.08769036,8.606003285,11.76194334,18,27,Fail,0
523,5/2/2020,A04,N37CBB,1412.243836,1409.890076,174.1333313,59.85622788,59.89485932,60.21385384,59.73345566,59.85420609,59.78374482,57.63850022,60.13806725,60.2050438,70.23101044,54.45336915,53.22236443,86.44127655,86.23573303,33.81033516,34.23843765,100.5974198,101.6365815,33.85876847,34.01224518,95.04197312,60.01664734,59.98897362,60.02180291,59.98315049,59.97937584,37.90926361,60.01156426,60.02265168,60.01730156,75.63572693,95.03169632,94.64672852,94.92876053,95.29679871,94.56984711,93.44816589,95.28277207,94.79627991,69.94569016,60.81876946,55.85544396,49.76107597,42.01436615,37.50174904,36.22093583,35.29251099,39.40272522,65.09487534,65.04228973,64.77045822,64.07920838,109.5525017,51.26318741,109.8678513,110.2205162,11.65283632,9.959977627,9.897999765,12.84937334,16.56262303,20.08769036,8.606003285,11.76194334,6,42,Pass,1
524,5/2/2020,A05,N32WHT,1292.295044,1291.149658,159.4583282,59.97421074,60.03064728,59.98545456,60.02082634,59.84260178,59.89213944,60.30566788,60.21240616,60.02548981,68.19132233,53.11588287,53.9413395,91.17703629,90.37210083,35.57405472,36.39733505,120.1086693,119.8058319,34.55246735,33.65144158,90.88457489,59.85535812,60.04883194,59.95056725,59.97628212,59.99318504,38.42905236,60.03126908,60.03242111,60.04959297,70.47807694,109.2674904,109.3208313,109.5939255,109.6949844,110.2584381,110.6199112,111.1740837,109.5337372,77.06705856,67.33304978,61.88457299,56.40619659,39.95862389,41.43020821,38.13111305,35.380682,40.22618866,65.21818161,65.16127777,65.73465729,63.39067078,105.9556656,54.58122444,107.2366066,110.1811295,11.65283632,9.959977627,9.897999765,12.84937334,16.56262303,20.08769036,8.606003285,11.76194334,5,38,Pass,1
525,5/2/2020,A06,N37CBB,1412.308289,1410.41449,174.1499939,59.98661041,59.92125511,60.04057694,59.95846749,59.8790226,59.8962574,60.32397461,60.01538658,54.30720902,70.54088593,52.89489746,56.07992935,80.64922715,80.45864105,34.38860512,33.46831322,106.0255318,105.331646,33.7086792,33.91892434,90.24346924,60.04227448,60.05203438,60.00524902,59.82929039,59.94178963,37.69445801,60.03861237,60.02930451,60.08579636,70.02310563,95.20372391,94.66808701,95.6215477,95.62415696,95.58428574,96.06607437,95.88897324,95.96819687,69.83942795,60.37140084,56.40030289,52.19643975,39.91068268,40.11787033,36.87218857,36.56116104,39.66970253,65.47024918,43.19904328,65.15940476,65.92292786,111.2057343,53.62957573,110.8970032,110.5180054,11.65283632,9.959977627,9.897999765,12.84937334,16.56262303,20.08769036,8.606003285,11.76194334,5,41,Pass,1
526,5/3/2020,A01,N37CBB,1412.32544,1414.58075,174.1833344,60.00174141,59.91939545,51.40324212,60.05950737,59.77464676,59.84826279,60.40523338,60.08484841,59.5472641,68.13659668,54.37971688,53.14913368,95.15320969,95.02629471,33.14227295,34.63220215,118.1879845,120.8458214,35.86080933,34.13601494,96.21003342,60.06720734,60.04871178,60.04488182,59.98503113,59.92282486,36.17183114,60.15135193,58.3727932,60.03474808,75.99786759,99.5203476,99.44221115,99.65386582,97.51289368,99.80607605,100.2033653,100.5087395,99.93650818,72.02750779,64.09228516,54.26879883,50.90339661,46.13125801,38.88975334,36.97213936,35.62215042,41.63010598,66.333004,65.03451539,65.15483857,64.07022858,110.6074982,42.6073227,104.8009529,104.1070481,9.626177311,9.782605171,9.76367092,12.9988842,16.77100468,19.81989575,8.440591336,11.4551487,7,40,Pass,1
527,5/3/2020,A02,N32WHT,1292.37677,1289.303895,159.4833374,59.91669464,59.89317894,60.0424347,59.97098732,59.84261131,59.84883118,60.33799935,60.04749108,60.03459358,67.64950562,53.82385064,53.0069561,86.5443306,87.75188447,35.92450333,35.5881424,115.1223488,114.4288674,33.60793114,33.64942169,89.68956757,60.0472641,60.03193855,60.03996277,59.90740395,59.94117737,34.41176606,60.0485096,60.0455246,59.99830628,86.39289856,104.1392097,104.8667641,104.6790581,104.006115,105.3879128,105.9948311,105.6156883,104.9354248,77.8797493,67.40463638,59.84560585,54.71872139,40.0330143,36.94549179,35.60026169,35.63481712,41.00017548,65.12174607,65.14552689,65.19189835,60.66053391,109.3524781,53.56080437,110.4182587,109.6589051,9.626177311,9.782605171,9.76367092,12.9988842,16.77100468,19.81989575,8.440591336,11.4551487,4,40,Pass,1
528,5/3/2020,A03,N37CBB,1372.327637,1371.598511,169.375,60.0895958,59.78830147,59.94806862,58.7866497,59.84311867,59.84248924,60.17266655,56.52261162,60.17754746,71.13443756,54.44044113,53.19268799,90.43268967,90.3273468,34.92567635,33.30561447,104.921547,106.8147164,34.14334107,31.79491806,94.11341477,60.08979798,60.03892327,60.01548386,59.97740174,60.05320358,39.27200318,60.17305756,59.99508477,60.13122559,71.35161591,94.50062943,95.22807312,94.98378754,94.45248032,98.07999421,100.1684151,100.7655792,99.94548416,71.62028122,66.26966477,59.68058777,54.71275139,49.39642143,39.96295738,37.76631928,35.19212723,41.57665062,65.35035706,59.13033676,66.39879227,62.73688698,109.5829964,51.35433388,111.3111267,110.0388108,9.626177311,9.782605171,9.76367092,12.9988842,16.77100468,19.81989575,8.440591336,11.4551487,15,26,Pass,1
529,5/3/2020,A04,N37CBB,1412.212403,1411.156189,174.1833344,59.92884827,59.89743042,60.19724846,59.48580361,59.86371613,59.81635094,57.69351387,60.03728104,60.21718407,70.22761154,54.38381195,53.10738755,86.45129776,86.2385025,34.01705742,34.28695107,100.6580887,101.6766281,33.88337708,34.15161324,95.03254319,60.04329873,60.00901985,60.02598,59.96738434,60.01930046,38.56183624,59.88742066,60.03952408,60.04087257,75.61840439,95.04436875,94.64621735,95.02187347,95.29471207,94.58805466,93.5826912,95.38237763,94.81801224,70.12144089,61.06420517,56.2342968,50.28973198,42.74133111,37.71352005,36.62528801,35.88393593,40.56103135,65.08346176,65.06082916,64.77292252,64.27785874,109.5532418,53.30530739,109.8361473,110.2113877,9.626177311,9.782605171,9.76367092,12.9988842,16.77100468,19.81989575,8.440591336,11.4551487,18,26,Fail,0
