Batch,LOG_DATE,LINE,SKU,MAIN_DRIVE_1_SPEED,MAIN_DRIVE_2_SPEED,CHAIN_SPEED,ACID_TANK_1,ACID_TANK_2,RINSING_TANK_1,RINSING_TANK_2,ALKALINE_TANK_1,ALKALINE_TANK_2,RINSING_TANK_3,RINSING_TANK_4,RINSING_TANK_5,FORMER_OVEN,COAGULANT_TANK_SIDE_A,COAGULANT_TANK_SIDE_B,COAGULANT_OVEN_1,COAGULANT_OVEN_2,LATEX_TANK_1_SIDE_A,LATEX_TANK_1_SIDE_B,LATEX_1_OVEN_1,LATEX_1_OVEN_2,LATEX_TANK_2_SIDE_A,LATEX_TANK_2_SIDE_B,LATEX_2_OVEN,PRE_LEACH_TANK_01,PRE_LEACH_TANK_02,PRE_LEACH_TANK_03,PRE_LEACH_TANK_04,PRE_LEACH_TANK_05,PRE_LEACH_TANK_06,PRE_LEACH_TANK_07,PRE_LEACH_TANK_08,PRE_LEACH_TANK_09,PRE_LEACH_OVEN,WET_OVEN_1,WET_OVEN_2,WET_OVEN_3,WET_OVEN_4,DRY_OVEN_1,DRY_OVEN_2,DRY_OVEN_3,DRY_OVEN_4,COOLING_TANK_01,COOLING_TANK_02,COOLING_TANK_03,COOLING_TANK_04,COOLING_TANK_05,CHLORINATION_TANK,SOAK_TANK,NEUTRALIZER_TANK_01,NEUTRALIZER_TANK_02,POST_LEACH_TANK_04,POST_LEACH_TANK_03,POST_LEACH_TANK_02,POST_LEACH_TANK_01,POST_LEACH_OVEN,LN_TANK,FINAL_CURING_OVEN_1,FINAL_CURING_OVEN_2,COAGULANT_OVEN_RH,COAGULANT_OVEN_RH_1,WET_OVEN_RH,WET_OVEN_RH_1,WET_OVEN_RH_2,WET_OVEN_RH_3,FINAL_CURING_OVEN_RH,FINAL_CURING_OVEN_RH_1,Fail,Pass,result,target
871,7/9/2020,A04,N32WHT,1332.375549,1335.554382,164.4416657,61.24163628,59.89703179,53.86998368,51.23626709,60.03452683,59.89882469,52.04971886,58.96988678,57.53442955,70.10754395,54.44140435,53.02139664,80.7110405,80.44128418,34.04271126,34.19080925,98.65956875,99.91596605,34.03441811,34.0457058,90.18414688,60.71201324,60.02436066,59.99466133,60.02695847,59.42584419,37.98550797,59.04200745,59.95428276,60.12962151,75.64128494,99.75339508,99.38740159,100.0004234,99.96998597,99.58586121,97.39022827,100.4172974,99.70952225,70.34854889,60.41277504,55.22640801,48.14837266,41.04984093,37.07152558,36.17488671,35.13075829,40.3770237,62.65306473,62.21762085,41.70973015,40.90404702,100.0568085,50.32007981,107.9089661,108.280674,8.819285393,10.77045918,8.838406085,11.12895584,16.12906361,0,7.567105293,11.13714219,21,25,Fail,0
872,7/9/2020,A05,N37CBB,1432.343811,1429.785095,176.5583344,60.02051926,60.20498467,60.32304955,60.84141922,59.89606285,59.79146195,55.86824608,56.219553,54.33651543,72.71706009,52.95598984,53.63778878,88.15909958,87.40796662,34.19189644,34.44017411,105.6409302,105.5602608,33.87051773,33.61219406,90.8306923,60.03954316,59.92351532,59.96987343,60.09131814,60.15707588,60.17953491,60.3401146,60.01543236,60.21924591,75.30575181,99.35997391,99.67154694,99.92473984,99.83036423,100.3418198,100.6678047,100.9189491,99.59985733,71.42917633,62.11624718,58.03974152,52.78978157,39.93709755,40.13118172,37.21446991,35.44375229,39.93204499,62.30973244,63.69747734,60.19929886,57.05407524,100.4230995,50.6999836,105.9009514,107.7532959,8.819285393,10.77045918,8.838406085,11.12895584,16.12906361,0,7.567105293,11.13714219,2,28,Pass,1
873,7/9/2020,A06,N37CBB,1412.358154,1410.593079,174.1499939,60.19871712,59.96164131,49.77882767,60.46215439,59.96031761,59.95461655,59.50688362,61.44748307,55.37947846,73.65023041,52.95954704,53.13720703,82.57210541,82.17325211,33.98059273,34.20243263,95.7039032,97.23830035,35.97031784,36.09206772,90.24199295,52.73934937,60.15028,60.15454102,60.15624237,60.25494003,50.70715523,60.08314133,60.20823479,60.36241722,74.80319214,100.0593681,98.87368774,100.4752884,100.441597,100.4239197,100.8899651,100.7185097,101.1261482,72.2600174,59.87002754,56.25185394,51.07234955,39.92603302,40.384161,37.20001793,36.42522621,39.65016747,61.7949276,42.8620472,62.09272576,57.04889679,101.3773537,50.91688347,109.2764359,108.691124,8.819285393,10.77045918,8.838406085,11.12895584,16.12906361,0,7.567105293,11.13714219,17,20,Fail,0
874,7/10/2020,A01,N37CBB,1412.513611,1414.36438,174.1999969,60.02072525,59.98450279,60.20975495,60.27741623,59.8144989,59.84786034,56.24502373,57.71191788,54.9500885,68.09739304,54.0274601,53.01012421,90.27095413,90.5730362,34.05653191,34.55775643,105.3997269,106.5278054,33.18827057,31.67208958,91.32559204,59.85838509,57.64934731,60.03221512,60.16220093,59.08415222,35.20994187,58.91146469,60.2045517,60.13275337,75.92480087,99.35187531,99.20359802,99.58463669,99.95476151,99.86847687,100.1182785,100.4748611,99.7988472,72.15652085,62.60915757,53.21640015,49.67241478,43.59021378,38.22369003,36.86279869,34.55616951,41.50023652,66.56411362,66.13735199,65.11753082,62.5790577,100.1396637,43.14128113,109.5174599,108.8738289,8.46647501,10.351614,9.160185335,11.06026554,16.26533794,0,7.917428971,9.98043537,4,44,Pass,1
875,7/10/2020,A02,N32WHT,1332.445252,1330.981812,164.4666595,59.94332123,59.95020104,57.06796646,60.28832436,59.89990235,59.85845566,56.35569954,57.58523178,57.67244339,69.62897492,53.40295411,52.64003563,80.39725113,81.04387665,34.41624832,34.35592842,105.4511185,105.0554543,33.66576577,33.83748055,89.72842407,60.01514817,59.86867142,60.32429123,60.10209465,61.33329773,34.9376812,58.6187172,60.21695328,60.13046837,75.80600739,104.2390251,105.0866318,104.7092514,103.9856491,105.3311234,105.0654526,105.6404686,104.8171654,53.74711037,66.35435868,57.56497002,51.48840714,44.1663189,37.01453209,35.68223,35.24648667,41.36212731,64.71219254,64.06200791,64.0525589,57.46900177,99.95142365,52.06889344,108.4704628,107.9055634,8.46647501,10.351614,9.160185335,11.06026554,16.26533794,0,7.917428971,9.98043537,17,23,Fail,0
876,7/10/2020,A03,N32WHT,1332.409546,1331.793762,164.4499969,60.03287697,60.00086976,56.87133026,55.96608734,59.93490792,59.94324875,59.31921578,61.26150132,60.02404976,68.39832306,53.52724266,52.68484306,81.01913834,80.41098785,34.34170151,34.42137146,94.7443962,96.95149235,32.38118744,33.20052338,89.37152481,60.37049103,59.88873673,59.98755455,60.12270165,60.17220879,39.20468903,60.17351532,60.10257149,60.09660149,71.39198304,99.58380509,99.97086335,100.0005875,99.799263,99.28122711,100.4764328,100.3910904,100.0310631,68.81518555,61.15205765,54.38963128,52.10032845,43.66333962,37.97290612,36.50908661,34.52648544,41.72174645,65.32162857,59.05444527,63.7989769,58.75340653,100.2353936,53.28469849,109.0993882,108.4101563,8.46647501,10.351614,9.160185335,11.06026554,16.26533794,0,7.917428971,9.98043537,21,16,Fail,0
877,7/10/2020,A04,N32WHT,1332.434388,1334.982972,164.4583282,61.62525177,59.91880608,53.83703995,51.33213616,60.01251412,59.8993721,51.89045716,58.82498741,57.373312,70.13067627,54.27324868,52.98310662,80.76707459,80.49464417,34.05457115,34.20694161,98.6335869,99.9356804,33.66580964,34.00172806,90.21577835,61.29699898,59.97875786,59.99984932,60.0891819,60.90145493,38.40517426,49.59072113,59.87607193,60.57967568,75.63322449,99.7816391,99.40220261,100.0024605,99.98229218,99.60378647,97.53781128,100.4453316,99.68434525,70.51055527,60.81474686,55.68762017,48.62214089,41.87490082,37.32862473,36.55090332,35.72138977,41.33742905,62.49689865,57.28211403,42.15660477,41.27826691,100.0778008,51.45849228,107.9337464,108.3187027,8.46647501,10.351614,9.160185335,11.06026554,16.26533794,0,7.917428971,9.98043537,35,14,Fail,0
878,7/10/2020,A05,N37CBB,1432.370056,1430.646485,176.5333329,59.95471573,60.52602196,60.321167,60.87264252,59.87468911,59.94877625,56.04626274,56.30316734,54.48560333,72.73276139,53.00540924,54.01639366,91.10583496,90.08858872,34.31251717,34.54306793,105.624855,105.5622254,33.86714173,33.89617539,90.82905197,60.01773834,60.23581124,60.19709015,60.28987313,59.87491608,59.78236962,60.08308029,59.91877937,60.26009941,75.32627869,99.35120011,99.6337204,99.89765167,99.8157959,100.3097267,100.6424065,100.9689407,99.6018982,71.47295761,62.41893006,59.86473656,53.52760506,39.9336586,40.36544609,37.61086464,35.9588623,40.98835373,62.54483032,63.9622612,60.38480568,57.27005577,100.4337006,50.90530968,106.1394501,107.7521706,8.46647501,10.351614,9.160185335,11.06026554,16.26533794,0,7.917428971,9.98043537,1,47,Pass,1
879,7/10/2020,A06,N37CBB,1442.281311,1440.17511,178,60.12826538,59.96872902,58.17406845,61.24204827,59.93038941,59.909935,58.51398659,61.35503388,55.23487664,73.66930008,53.00514412,53.12314034,82.55399323,82.18333054,34.02749062,34.23925972,95.6532211,96.9276848,36.06531143,36.23385429,90.22602844,47.53502465,60.26686669,60.39523697,60.20476151,60.14621926,50.46174431,60.31325341,60.29728127,60.29842568,74.78708267,99.96945191,98.70898438,100.4597549,100.3893318,100.4254341,100.8492546,100.6596146,101.1295471,71.97784043,60.43125153,56.8039875,51.65018082,39.91041756,40.57782173,37.63607597,37.03804207,40.676054,61.58792115,41.48971367,63.38926506,57.97283173,101.3653679,51.45396805,109.2787209,108.6591568,8.46647501,10.351614,9.160185335,11.06026554,16.26533794,0,7.917428971,9.98043537,11,37,Pass,1
880,7/11/2020,A01,N37CBB,1428.997559,1433.383606,176.2333298,60.02262497,59.9770813,60.3400116,60.36415291,59.73733711,59.95005798,59.56723976,59.1356926,54.99595452,68.129776,54.06474114,52.96495629,93.10301209,93.38826371,34.08469391,34.59576225,105.4118919,106.6461487,33.61634445,32.03786087,91.34733582,60.61525917,59.98867035,60.02342796,60.10400582,60.08267212,34.61940956,58.8353138,60.2394619,60.189291,75.94218445,99.39377976,99.24133683,99.6051445,99.95381546,99.81147385,100.1226578,100.4795494,99.82035446,72.22990036,62.86391068,53.36112214,49.74827958,43.81807327,38.40904808,37.04495812,34.66058731,41.76964569,66.40417862,65.97294999,64.95051194,62.72115517,100.1312065,43.11291504,109.5024109,108.8998261,8.135807037,10.05297184,9.16216278,10.95855999,16.29312992,0,8.141582489,10.30862141,8,42,Pass,1
881,7/11/2020,A02,N32WHT,1332.369385,1324.848206,164.4499969,59.9654026,59.93802071,57.20356178,60.28665352,59.87526703,59.94828797,57.66283035,55.19748497,57.45680046,69.63230133,53.95810509,52.9486618,80.42434693,81.05569458,34.53610993,34.45323181,105.6462479,105.0496369,33.50477028,33.83938599,89.7314148,61.68889618,59.8530655,60.24142266,60.03676987,60.60631943,34.25640679,58.43718338,60.25513459,60.08974457,75.67055512,104.2404404,105.091732,104.6991882,104.0082016,105.3406448,105.3909073,105.6356964,104.8233566,54.15616799,65.59474945,57.05909538,51.03551293,43.9317875,37.05869103,35.78782845,35.29483795,41.76147271,64.61876297,63.92338753,63.96299553,57.32808876,99.92689515,51.91660881,108.4926987,107.8776894,8.135807037,10.05297184,9.16216278,10.95855999,16.29312992,0,8.141582489,10.30862141,6,38,Pass,1
882,7/11/2020,A03,N32WHT,1332.343628,1329.712525,164.4499969,60.02316857,59.97558212,57.03943634,56.21648979,59.95082665,59.93182373,59.95518112,61.50982285,60.00652886,68.46227265,54.12682534,52.99828148,80.9743309,80.35448456,34.49039459,34.57626534,94.75760265,96.9796982,33.10713769,33.82279015,89.39197159,59.93266297,60.23697281,60.08174706,60.08517647,60.07666397,39.52486038,60.26725578,59.93259621,60.15244675,71.38106156,99.5961876,99.95560074,99.99808884,99.81201935,99.17707825,100.4547539,100.3955116,100.0356216,68.47000123,61.01275254,54.26043701,51.94182778,43.7313633,38.05505944,36.66666031,34.64039803,41.93701554,65.30489349,58.68869782,63.87893296,58.93038559,100.2337761,53.21461106,109.1021309,108.410965,8.135807037,10.05297184,9.16216278,10.95855999,16.29312992,0,8.141582489,10.30862141,7,38,Pass,1
883,7/11/2020,A04,N32WHT,1332.390015,1335.645752,164.4416657,61.33433724,59.87309838,53.95560074,51.53832818,60.05934525,59.88993073,52.26259423,59.09264756,57.64046097,70.13860321,54.19927597,53.06732941,80.74388886,80.47856141,34.04578972,34.20460129,98.6367607,99.949173,33.78582001,34.19922066,90.21129227,60.7820816,60.05907059,60.031456,60.04004479,59.9997387,38.24589348,59.41834069,59.90510559,60.53656769,75.6521225,99.78998948,99.40336228,100.0001526,99.98883057,99.61500168,97.44565201,100.393116,99.69686127,70.5190506,60.86647225,55.8130169,48.78115273,42.26789475,37.46121979,36.72312928,35.58199501,41.4909935,62.61756897,57.40624619,42.33968354,41.5269928,100.0798455,51.55564118,107.9407997,108.3119316,8.135807037,10.05297184,9.16216278,10.95855999,16.29312992,0,8.141582489,10.30862141,5,41,Pass,1
884,7/11/2020,A05,N37CBB,1433.700073,1434.872254,176.75,60.00092125,60.21902847,60.30230332,61.05176926,59.86040497,59.98917961,56.51463318,56.30589867,54.51177788,72.74546433,53.04839135,53.96810913,91.15802384,90.18203354,34.35931588,34.61397362,105.5935936,105.5704689,33.88562203,33.97641754,90.83185196,40.92168236,60.02907944,60.40280152,60.41132355,59.03210068,60.30263711,60.18693161,59.82823181,59.89414216,75.31836701,99.36350632,99.63444519,99.88106919,99.80207062,100.3176613,100.61203,100.9805641,99.70711899,71.53834153,62.47125053,60.3043232,54.03846741,39.9315548,40.53364182,37.82810784,35.7238617,41.05818176,62.68457032,64.12318421,60.41347313,57.41168786,100.4078102,50.98684502,106.0900688,107.7700959,8.135807037,10.05297184,9.16216278,10.95855999,16.29312992,0,8.141582489,10.30862141,6,44,Pass,1
885,7/11/2020,A06,N37CBB,1442.387635,1443.369324,178,60.03038216,59.92285157,58.42634583,61.44760514,59.8476162,59.90492821,58.33952523,61.10290718,55.17656517,73.62962723,53.04031372,53.09236908,82.50986481,82.16238022,34.0383091,34.23974991,95.62139895,96.8227539,35.6496563,35.9203186,90.18943405,34.08424568,60.72729874,60.01758385,60.22462082,60.82624054,51.03227234,60.23017121,59.79948998,59.65427399,74.75619889,99.92296982,98.54590225,100.4433708,100.3556252,100.3380432,100.8489532,100.6841965,101.1072655,71.70380783,60.35163117,56.69980622,51.66620827,39.92071724,40.60410881,37.65941048,37.1545887,40.69028283,61.01740456,41.02905083,62.94783402,58.06265259,101.3490105,51.02887345,109.2487793,108.6558151,8.135807037,10.05297184,9.16216278,10.95855999,16.29312992,0,8.141582489,10.30862141,8,25,Pass,1
886,7/12/2020,A01,N37CBB,1452.180481,1451.405396,179,59.96975518,59.95165253,60.00109673,59.92172241,59.81266213,59.82159806,59.25315476,61.46853256,54.51943588,68.0787201,53.987957,52.98184395,93.06205368,93.27886582,34.08499336,34.59427834,105.378048,106.6422653,33.5283413,32.02351761,91.36319733,60.27465439,58.85743142,59.93370247,60.08184052,60.89986038,34.33471298,57.92617417,60.22219467,60.22582626,75.94421768,99.33396531,99.23003769,99.59407425,99.90010453,99.68470765,100.1197853,100.4679451,99.78316879,71.82371903,62.40143586,52.86880303,49.27077103,43.58143234,38.13302994,36.64491463,33.78735352,40.6049347,65.70919037,65.1617775,64.36000824,59.4276371,100.1357193,49.02398301,109.4454918,108.9645348,8.021010399,10.02535057,9.04355097,10.83180285,16.18893337,0,7.9906497,10.27233363,8,42,Pass,1
887,7/12/2020,A02,N32WHT,1341.937378,1334.231323,165.4333344,59.97073937,59.95835495,56.92130089,60.33885956,59.87273217,59.88960266,57.01563645,54.75535202,56.96473503,69.61318207,53.45393753,52.67736053,80.38077164,81.00443268,34.53421402,34.44231415,105.0934715,105.0360604,33.46941567,33.72161103,89.70386124,61.33861351,59.97555161,60.10852814,60.04031182,60.2310524,34.22459603,57.20162583,55.38605499,60.21854401,75.81194306,104.216114,105.0233498,104.6691246,103.9505348,105.299305,105.2817879,105.638607,104.7914314,74.44910812,64.6063118,56.28869629,50.29508781,43.54829407,36.77804566,35.31561089,34.46356583,40.59469605,63.86940766,63.18136025,63.35552216,56.66356278,99.88641355,51.22630692,108.3974686,107.8535462,8.021010399,10.02535057,9.04355097,10.83180285,16.18893337,0,7.9906497,10.27233363,2,42,Pass,1
888,7/12/2020,A03,N32WHT,1342.120606,1337.870178,165.4749985,60.02878571,60.01525116,56.54101754,55.70116806,59.92013359,59.91956329,59.40205384,61.00912857,60.02268792,68.54946518,54.21208382,53.11372948,83.80044556,83.21027756,34.5021019,34.58699608,94.7473068,97.3816948,33.29805374,33.94999886,89.38742829,60.15084267,59.89902687,60.07519913,60.06111145,60.66787338,38.66623306,60.27703285,59.98556328,60.16954803,71.39272309,99.55593872,99.94382477,100.001915,99.78518677,98.01247406,100.4663048,100.4217873,100.0277634,65.57918167,59.95283318,53.66024018,51.53352165,43.361269,37.83438492,36.20626259,33.98802376,40.78407097,64.75156021,57.78347206,63.23284149,58.21671677,100.1674462,52.49458313,109.2150765,108.3710022,8.021010399,10.02535057,9.04355097,10.83180285,16.18893337,0,7.9906497,10.27233363,16,30,Pass,1
889,7/12/2020,A04,N32WHT,1341.890503,1342.95752,165.4249954,61.25347329,59.89487076,53.51865578,50.86529923,59.93818093,59.88523483,51.90814972,58.41838265,57.20025254,70.10353851,54.27379227,52.97113991,80.72780228,80.46063614,34.12517548,34.28821755,98.5405922,99.93364335,33.67092323,34.21441078,90.19944382,60.16574288,60.09609032,59.94199181,60.19581985,58.99868965,36.77968788,60.61764145,60.05739403,60.10179901,75.64138413,99.73102952,99.37793732,100.000412,99.97179413,99.62403107,96.83985901,100.4851685,99.72171402,70.08061218,60.47215843,55.43331719,48.30132485,42.05745125,37.22833825,36.23207665,34.66127587,40.35130883,62.06047249,56.7281971,40.64803505,40.27187348,100.0381012,50.85640144,107.8924103,108.2802315,8.021010399,10.02535057,9.04355097,10.83180285,16.18893337,0,7.9906497,10.27233363,5,31,Pass,1
890,7/12/2020,A05,N37CBB,1452.154358,1450.647461,179.0083313,60.02915955,60.99926186,60.28274918,60.63311768,59.88679123,59.92347336,55.84638596,55.65888596,53.8206482,72.68606949,53.09299469,53.77577973,91.11543274,90.14945984,34.31816864,34.57047844,105.5383721,105.5031586,33.81048203,33.97987748,90.79868698,49.11467553,60.00652886,60.0552578,60.17071724,58.55890084,60.8253479,56.64257241,61.20103264,60.31645394,75.24052811,99.29822541,99.61379624,99.86152649,99.80261993,100.2990341,100.62183,101.0234184,99.66442871,71.16292572,62.25893593,59.99967385,53.63969803,39.93939972,40.28200913,37.40872383,34.88220597,39.8248024,61.92294121,63.397789,59.71089745,56.81602669,100.3768273,50.61128616,105.2695007,107.6921921,8.021010399,10.02535057,9.04355097,10.83180285,16.18893337,0,7.9906497,10.27233363,1,49,Pass,1
891,7/12/2020,A06,N37CBB,25.004053,22.349941,2.825,34.45536995,34.14500428,32.93786622,35.2348423,33.86495018,33.83537674,32.71665573,32.41749764,32.20271874,33.83436585,53.08116341,54.23611069,32.52796364,32.68776703,29.00125694,29.23475552,31.56506155,32.97399715,29.68621731,29.24448872,32.49030876,31.40783596,31.47287178,31.91855431,32.03019333,31.69870091,31.52698613,32.72722054,32.84360123,32.55401421,34.25027657,35.17124939,34.0494442,33.28246689,34.22143746,35.1810379,35.73561478,32.97319603,35.32315445,38.71084786,36.05743599,37.13258934,35.762537,34.75406075,34.18775559,32.85470009,38.52838326,37.26254082,39.43767739,36.23845864,37.50730515,35.36257744,40.25745395,39.73744965,38.9929218,38.6358299,8.021010399,10.02535057,9.04355097,10.83180285,16.18893337,0,7.9906497,10.27233363,0,8,Pass,1
892,7/13/2020,A01,N37CBB,1454.595093,1457.498535,179.2833328,59.98773384,59.99965859,60.09566307,59.9322567,59.81843567,59.81501008,58.99706841,61.67281342,54.67794037,68.07065583,54.18815613,53.0325737,90.23987198,90.53718186,34.08707238,34.59175682,105.3830719,106.61269,33.74595833,32.27898789,91.34561158,60.83303643,54.99535752,60.21121979,60.08895684,60.52692223,36.08656311,57.75030518,60.26710129,60.13055993,75.91830826,99.2990036,99.19152451,99.57297516,99.9279213,99.76268387,100.0897636,100.4462929,99.74672699,71.88301087,62.52728844,52.91532326,49.28732872,43.7040062,38.48525429,37.03853798,34.82756043,41.78466034,66.14691925,65.71858597,64.89310456,59.82067681,100.2447319,49.26161576,109.5086251,108.932396,8.768537521,10.99824762,9.11726713,10.89226723,16.38015366,0,8.01445961,10.01170445,8,45,Pass,1
893,7/13/2020,A02,N32WHT,1342.803284,1341.191223,165.6083374,59.98714066,59.93192291,56.8081913,60.32302666,59.92033005,59.88416672,56.88448143,55.0268879,56.94521904,69.6059494,53.82129479,52.8419056,80.33996964,81.0135994,34.5348034,34.4441433,105.1592293,105.0505257,33.53949356,33.95550537,89.71313858,61.0277958,60.01771927,60.03715897,60.04272843,60.010252,35.14335251,57.1911602,59.7971859,60.12144089,75.8184166,104.2202644,105.0207634,104.6707459,103.9446144,105.3134346,105.7271194,105.622879,104.8093071,66.56430436,67.04260254,57.85218811,51.60610962,44.98272896,37.2148056,35.78794289,35.42098809,41.64863396,64.43946838,63.6872387,63.87392235,57.19013023,99.947525,51.77241135,108.4538536,107.8931809,8.768537521,10.99824762,9.11726713,10.89226723,16.38015366,0,8.01445961,10.01170445,3,45,Pass,1
894,7/13/2020,A03,N32WHT,1343.13733,1341.855408,165.6333313,60.03269959,59.9652958,56.70993614,55.83292771,59.93919945,59.98110581,59.24198151,61.14012146,60.03571129,68.39466095,54.26347924,52.97674561,86.61174393,86.04695511,34.57161713,34.65242386,99.4394455,101.0626526,32.8479023,33.91875649,89.40599061,59.95012665,60.28998184,60.02524376,60.06590843,60.13996697,38.85183907,60.27339935,60.0940342,60.12369729,71.37987137,99.57258225,99.97612381,100.0002136,99.80966568,98.92277146,100.4601288,100.3922691,100.0427475,65.58752442,60.27630425,53.69219208,51.6884079,43.69558716,38.05292702,36.57526589,34.6417675,42.00564575,65.16125107,58.01018143,63.6248951,58.63792229,100.2243271,53.05503273,109.118763,108.3951836,8.768537521,10.99824762,9.11726713,10.89226723,16.38015366,0,8.01445961,10.01170445,16,30,Pass,1
895,7/13/2020,A04,N32WHT,1343.434265,1347.926209,165.7000046,61.4716301,59.90816879,53.46025086,51.01262093,59.9782753,59.90939522,51.89669037,58.96968842,57.518013,70.14244843,54.33758164,53.1181221,80.73588181,80.49139404,34.05172921,34.21218491,98.6786003,99.93503955,33.8533783,34.1117363,90.20955277,60.32069206,60.06208038,59.98821259,60.09099007,58.46495629,38.56664467,59.43333626,60.10647583,60.11053467,75.64101792,99.76348496,99.39950562,100.0040588,99.99915314,99.58658981,97.12715531,100.44981,99.697155,70.70323563,60.81530953,55.79013634,48.64304733,42.6895485,37.50432396,36.68349457,35.69067383,41.52129555,62.3454876,57.03076172,42.15382958,41.32449723,100.0644837,51.40768052,107.918068,108.287529,8.768537521,10.99824762,9.11726713,10.89226723,16.38015366,0,8.01445961,10.01170445,11,33,Pass,1
896,7/13/2020,A05,N37CBB,1454.469544,1454.890442,179.3249969,59.93701172,60.41627312,60.32878876,60.65547753,59.87994576,59.86813164,56.08103371,55.81867409,54.05496788,72.72012711,53.05422974,53.7329731,91.0941124,90.23865128,34.33002282,34.57404137,105.615921,105.5493088,33.88292313,34.01324463,90.81879044,60.02609062,60.11778832,59.8468628,60.1399479,59.02543259,60.33072281,60.12985039,60.31334877,60.03516198,75.32027817,99.35575485,99.65494538,99.88612366,99.80767822,100.3038597,100.6298218,101.0070038,99.71720887,71.6654892,62.7797947,60.53450966,54.28834343,39.94062424,40.65906143,37.89195061,35.7865963,41.15701485,61.9686184,63.40259934,59.48863602,57.24493408,100.4095688,50.89238739,105.3513527,107.7513848,8.768537521,10.99824762,9.11726713,10.89226723,16.38015366,0,8.01445961,10.01170445,5,43,Pass,1
897,7/13/2020,A06,N37CBB,1415.855652,1416.318909,174.625,60.07857705,59.9441433,58.84014702,60.02479553,59.92451477,59.91751481,59.93949127,60.30067444,52.94825936,73.66818237,53.02589226,53.17202378,82.53093338,82.10344696,34.09767914,34.303051,95.5031433,97.35046005,36.11457825,35.47593689,90.09450913,59.75575257,60.2478714,60.06191063,60.03302765,60.08252907,60.01978493,60.10827065,60.24564743,60.91703034,74.77859879,99.87101746,97.25907898,100.3433151,100.320797,100.3227501,100.7888489,100.6649742,101.1039276,73.76831818,61.13006973,58.54713059,52.90771294,39.93479348,41.08575821,37.60071373,37.22642517,40.78884316,59.56838226,43.57813072,61.16753769,55.37783242,101.2352677,50.70015144,108.773613,108.3576699,8.768537521,10.99824762,9.11726713,10.89226723,16.38015366,0,8.01445961,10.01170445,5,43,Pass,1
898,7/14/2020,A01,N37CBB,1467.45221,1469.626404,181,60.0355854,60.01888466,60.00453377,59.80156136,59.8179245,59.88213921,58.93082047,61.50261116,54.58471299,68.11694718,54.14595223,52.9729023,90.2728653,90.57395172,34.08448601,34.59167862,105.3931809,106.6342011,34.02579308,32.47199249,91.35866547,59.73927307,59.77533341,60.24530411,60.20941162,60.93185235,35.077837,58.77915573,61.52287102,60.17072869,75.97257996,99.3463974,99.26764679,99.58177567,99.95342255,99.77056504,100.1071854,100.4617615,99.76884079,72.26361465,62.99223137,53.51656342,49.91087342,44.45798874,38.51542092,37.13143349,34.49544525,41.44008827,66.12249756,65.51803208,64.4612236,59.27478981,100.2785072,49.70341873,109.5504074,108.9268303,8.923801423,11.04692221,9.358274935,11.01126194,16.42741108,0,8.161430836,9.99332476,2,47,Pass,1
899,7/14/2020,A02,N32WHT,1347.376282,1343.610718,166.0833282,59.99954605,59.94673157,56.82967758,60.26275444,59.93156815,59.90794373,57.04485894,57.39246941,57.0670166,69.62691117,53.51616097,52.80364418,80.39443207,80.99563217,34.5428257,34.45427323,105.6250954,105.0450363,33.51732827,33.80976105,89.71062851,59.71977425,60.12956047,60.15955353,60.12060929,59.57341004,34.73264694,60.1849308,60.29720688,60.14316941,75.69397354,104.2341385,105.0295868,104.6839409,103.9515076,105.3165321,105.7438164,105.6365356,104.8028183,65.08354187,66.70920945,57.79702568,51.55564118,44.97242737,37.16299248,35.7532444,35.07169343,41.40147972,64.26356507,63.41819954,63.6710701,56.87351609,99.94584655,51.77278138,108.4331398,107.8799095,8.923801423,11.04692221,9.358274935,11.01126194,16.42741108,0,8.161430836,9.99332476,5,39,Pass,1
900,7/14/2020,A03,N32WHT,1305.382874,1307.310303,160.9166718,59.82433319,59.9967556,56.51888085,55.61561203,59.71371269,59.62352372,59.09922982,58.82387161,59.83808327,68.30510712,53.78188515,52.70804215,86.53192902,85.99351883,32.34794522,32.39181805,99.42500685,101.0630264,31.65612984,30.3059597,89.33935547,56.0721798,58.35871315,59.7388916,59.94757271,59.79034233,37.60165978,60.21707726,59.70786095,59.98503113,71.38040161,99.29586411,99.67539215,99.42097092,99.59107971,97.43955994,97.66168594,98.57514573,97.80212021,61.13728142,53.32240868,47.28598404,45.96229935,38.52305794,36.99456024,35.03610802,34.89675904,40.84662628,64.79839325,57.81974602,63.50129128,58.38326264,100.0191994,48.23676491,109.0228729,107.7707596,8.923801423,11.04692221,9.358274935,11.01126194,16.42741108,0,8.161430836,9.99332476,3,17,Pass,1
